CasMp,Sample loading,Condition,Wash,Elute,Reconstitute
['1-120-CAS-263473'],"(heptane, null)","(ethyl acetate+heptane, 0.94)",,"(ethyl acetate+heptane, null)","(heptane, null)"
['1-124-CAS-311964'],"(water, 0.5)","(dichloromethane, null); (methanol, null); (water, null)",,"(dichloromethane, null)",
['1-132-CAS-90427'],"(water, null)","(unknown, null)",,"(unknown, null)","(unknown, null)"
['1-120-CAS-3191879'],"(methanol+water, 0.9)","(ethyl acetate+hexane, 0.5); (unknown, null)","(water, null)","(ethyl acetate+hexane, 0.5); (ethyl acetate+hexane, 0.5); (ethyl acetate+hexane, 0.5)",
['1-101-CAS-205296'],"(methanol, null)","(methanol, null); (water, null)","(water, null); (hexane, null)","(ethyl acetate, null)","(toluene, null)"
['1-124-CAS-266252'],"(unknown, null)","(dichloromethane, null); (methanol, null); (ethanol+water, 0.13)",,"(dichloromethane, null)",
['1-124-CAS-54512'],"(acetonitrile, null)","(dichloromethane, null); (acetonitrile, null)","(acetonitrile, null)","(acetonitrile, null)","(hexane, null)"
['1-124-CAS-160528'],,"(methanol, null); (water, null); (formic acid+water, 0.02)","(methanol+water, 0.1)","(methanol, null)","(methanol+water, 0.1)"
['1-134-CAS-74761'],,"(hexane, null)","(hexane, null); (dichloromethane, null)","(dichloromethane+hexane, 0.5)",
['1-134-CAS-323539'],"(water, null)","(ethyl acetate, null); (ethyl acetate, null); (methanol, null); (water, null)",,"(ethyl acetate, null); (ethyl acetate, null); (ethyl acetate, null); (ethyl acetate, null)",
['1-125-CAS-112691'],"(unknown, null)",,"(acetonitrile+water, 0.9)","(acetonitrile, null)","(phosphate, null)"
['2-107-CAS-37443'],"(unknown, null)",,"(acetonitrile+water, 0.9)","(acetonitrile, null)","(phosphate, null)"
['1-124-CAS-48931'],"(water, null)","(methanol, null); (water, null)","(water, null); (unknown, 0.5)","(methanol, null)","(phosphate, null)"
['1-143-CAS-3182719'],"(unknown, null)","(ethyl acetate, null); (methanol, null); (water, null)","(methanol+water, 0.95)","(ethyl acetate, null); (hexane, null)","(unknown, null)"
['1-143-CAS-3184896'],"(unknown, null)","(ethyl acetate, null); (methanol, null); (water, null)","(methanol+water, 0.95)","(ethyl acetate, null); (hexane, null)","(unknown, null)"
['1-134-CAS-335404'],,"(methanol, null); (water, null)",,"(ethyl acetate, null); (ethyl acetate+hexane, 0.7); (hexane, null)","(toluene, null)"
['1-102-CAS-47455'],"(unknown, null)","(methanol, null); (unknown, null)","(water, null)","(dichloromethane+propanol, 0.8); (dichloromethane+propanol, 0.8)","(dichloromethane+propanol, 0.9)"
['2-114-CAS-10930'],"(unknown, null)","(acetonitrile, null); (water, null)","(acetonitrile+water, 0.9); (acetonitrile+water, 0.8)","(methanol, null)","(cyclohexane, null)"
['1-125-CAS-175738'],"(unknown, null)","(methanol, null); (phosphate, null)","(water, null); (hydrochloric acid, null); (methanol, null); (unknown, null)","(chloroform+isopropanol, 0.8)","(unknown, 0.99)"
['1-102-CAS-111760'],"(unknown, null)","(methanol, null); (phosphate, null)","(water, null); (hydrochloric acid, null); (methanol, null)","(dichloromethane+isopropanol, 0.8)",
['1-143-CAS-153006'],"(water, null)","(methanol, null); (water, null)",,"(methanol+water, 0.01); (chloroform, null)",
['1-124-CAS-29934'],,"(water, null); (methanol, null)","(water, null); (methanol, null)","(methanol, null)","(formic acid+methanol, 0.6)"
['1-143-CAS-25312'],"(unknown, null)","(methanol, null); (water, null)","(methanol, null)","(methanol, null)","(water, null)"
['1-143-CAS-114986'],"(unknown, null)","(ethyl acetate, null); (ethyl acetate, null); (ethyl acetate, null); (methanol, null); (methanol, null); (methanol, null); (water, null); (water, null); (water, null)","(water, null)","(ethyl acetate, null); (ethyl acetate, null); (ethyl acetate, null)",
['1-143-CAS-206049'],"(water, null)","(ethyl acetate, null); (methanol, null); (water, null); (water, null); (water, null)","(methanol+water, 0.9); (methanol+water, 0.9)","(methanol, null)",
['1-132-CAS-306551'],,"(methanol, null); (water, null)",,"(ethyl acetate, null)","(formic acid+methanol, 0.75)"
['1-143-CAS-224570'],"(unknown, null)","(hexane, null); (ethyl acetate, null); (methanol, null); (water, null)",,"(hexane, null); (ethyl acetate, null); (methanol, null)","(ethyl acetate, null)"
['1-143-CAS-223851'],"(unknown, null)","(hexane, null); (ethyl acetate, null); (methanol, null); (water, null)",,"(hexane, null); (ethyl acetate, null); (methanol, null)","(ethyl acetate, null)"
['1-143-CAS-243269'],"(unknown, null)","(hexane, null); (ethyl acetate, null); (methanol, null); (water, null)",,"(hexane, null); (ethyl acetate, null); (methanol, null)","(ethyl acetate, null)"
['1-124-CAS-110510'],"(water, null)","(dichloromethane, null); (methanol, null); (water, null)","(methanol+water, 0.7); (dichloromethane, null)","(dichloromethane, null); (dichloromethane, null)",
['1-124-CAS-44852'],"(water, null)","(dichloromethane, null); (methanol, null); (water, null)","(methanol+water, 0.7); (dichloromethane, null)","(dichloromethane, null); (dichloromethane, null)",
['1-143-CAS-56131'],"(isopropanol, 0.909)","(dichloromethane, null); (methanol, null); (water, null)","(acetonitrile+water, 0.5); (acetonitrile+water, 0.5)","(dichloromethane, null)","(dichloromethane, null)"
['1-143-CAS-107189'],"(isopropanol, 0.909)","(dichloromethane, null); (methanol, null); (water, null)","(acetonitrile+water, 0.5); (acetonitrile+water, 0.5)","(dichloromethane, null)","(dichloromethane, null)"
['1-101-CAS-194116'],"(methanol, 0.95)","(methanol, null); (methanol, 0.95)","(methanol, 0.95)","(ammonium hydroxide+dichloromethane, 0.85); (ammonium hydroxide+dichloromethane, 0.85)","(acetonitrile, 0.5)"
['1-143-CAS-8723'],"(water, null)","(dichloromethane, null); (acetic acid+methanol, null)",,"(dichloromethane, null)",
